distance_usd,secs_remaining,p_cross,n,session
1800,60,0.0,43200,EU
1805,60,0.0,43200,EU
1810,60,0.0,43200,EU
1815,60,0.0,43200,EU
1820,60,0.0,43200,EU
1825,60,0.0,43200,EU
1830,60,0.0,43200,EU
1835,60,0.0,43200,EU
1840,60,0.0,43200,EU
1845,60,0.0,43200,EU
1850,60,0.0,43200,EU
1855,60,0.0,43200,EU
1860,60,0.0,43200,EU
1865,60,0.0,43200,EU
1870,60,0.0,43200,EU
1875,60,0.0,43200,EU
1880,60,0.0,43200,EU
1885,60,0.0,43200,EU
1890,60,0.0,43200,EU
1895,60,0.0,43200,EU
1900,60,0.0,43200,EU
1905,60,0.0,43200,EU
1910,60,0.0,43200,EU
1915,60,0.0,43200,EU
1920,60,0.0,43200,EU
1925,60,0.0,43200,EU
1930,60,0.0,43200,EU
1935,60,0.0,43200,EU
1940,60,0.0,43200,EU
1945,60,0.0,43200,EU
1950,60,0.0,43200,EU
1955,60,0.0,43200,EU
1960,60,0.0,43200,EU
1965,60,0.0,43200,EU
1970,60,0.0,43200,EU
1975,60,0.0,43200,EU
1980,60,0.0,43200,EU
1985,60,0.0,43200,EU
1990,60,0.0,43200,EU
1995,60,0.0,43200,EU
2000,60,0.0,43200,EU
50,60,0.553983,37799,EVENING
55,60,0.481812,37799,EVENING
60,60,0.418186,37799,EVENING
65,60,0.358316,37799,EVENING
70,60,0.307177,37799,EVENING
75,60,0.261832,37799,EVENING
80,60,0.221911,37799,EVENING
85,60,0.185455,37799,EVENING
90,60,0.155904,37799,EVENING
95,60,0.129554,37799,EVENING
100,60,0.107304,37799,EVENING
105,60,0.087436,37799,EVENING
110,60,0.072065,37799,EVENING
115,60,0.060213,37799,EVENING
120,60,0.04971,37799,EVENING
125,60,0.040874,37799,EVENING
130,60,0.033863,37799,EVENING
135,60,0.026747,37799,EVENING
140,60,0.022091,37799,EVENING
145,60,0.017963,37799,EVENING
150,60,0.014154,37799,EVENING
155,60,0.010662,37799,EVENING
160,60,0.008677,37799,EVENING
165,60,0.007064,37799,EVENING
170,60,0.006032,37799,EVENING
175,60,0.004815,37799,EVENING
180,60,0.003942,37799,EVENING
185,60,0.003069,37799,EVENING
190,60,0.002381,37799,EVENING
195,60,0.001825,37799,EVENING
200,60,0.001296,37799,EVENING
205,60,0.001032,37799,EVENING
210,60,0.000767,37799,EVENING
215,60,0.000608,37799,EVENING
220,60,0.000503,37799,EVENING
225,60,0.00037,37799,EVENING
230,60,0.000344,37799,EVENING
235,60,0.000185,37799,EVENING
240,60,0.000106,37799,EVENING
245,60,7.9e-05,37799,EVENING
250,60,7.9e-05,37799,EVENING
255,60,7.9e-05,37799,EVENING
260,60,2.6e-05,37799,EVENING
265,60,2.6e-05,37799,EVENING
270,60,2.6e-05,37799,EVENING
275,60,0.0,37799,EVENING
280,60,0.0,37799,EVENING
285,60,0.0,37799,EVENING
290,60,0.0,37799,EVENING
295,60,0.0,37799,EVENING
300,60,0.0,37799,EVENING
305,60,0.0,37799,EVENING
310,60,0.0,37799,EVENING
315,60,0.0,37799,EVENING
320,60,0.0,37799,EVENING
325,60,0.0,37799,EVENING
330,60,0.0,37799,EVENING
335,60,0.0,37799,EVENING
340,60,0.0,37799,EVENING
345,60,0.0,37799,EVENING
350,60,0.0,37799,EVENING
355,60,0.0,37799,EVENING
360,60,0.0,37799,EVENING
365,60,0.0,37799,EVENING
370,60,0.0,37799,EVENING
375,60,0.0,37799,EVENING
380,60,0.0,37799,EVENING
385,60,0.0,37799,EVENING
390,60,0.0,37799,EVENING
395,60,0.0,37799,EVENING
400,60,0.0,37799,EVENING
405,60,0.0,37799,EVENING
410,60,0.0,37799,EVENING
415,60,0.0,37799,EVENING
420,60,0.0,37799,EVENING
425,60,0.0,37799,EVENING
430,60,0.0,37799,EVENING
435,60,0.0,37799,EVENING
440,60,0.0,37799,EVENING
445,60,0.0,37799,EVENING
450,60,0.0,37799,EVENING
455,60,0.0,37799,EVENING
460,60,0.0,37799,EVENING
465,60,0.0,37799,EVENING
470,60,0.0,37799,EVENING
475,60,0.0,37799,EVENING
480,60,0.0,37799,EVENING
485,60,0.0,37799,EVENING
490,60,0.0,37799,EVENING
495,60,0.0,37799,EVENING
500,60,0.0,37799,EVENING
505,60,0.0,37799,EVENING
510,60,0.0,37799,EVENING
515,60,0.0,37799,EVENING
520,60,0.0,37799,EVENING
525,60,0.0,37799,EVENING
530,60,0.0,37799,EVENING
535,60,0.0,37799,EVENING
540,60,0.0,37799,EVENING
545,60,0.0,37799,EVENING
550,60,0.0,37799,EVENING
555,60,0.0,37799,EVENING
560,60,0.0,37799,EVENING
565,60,0.0,37799,EVENING
570,60,0.0,37799,EVENING
575,60,0.0,37799,EVENING
580,60,0.0,37799,EVENING
585,60,0.0,37799,EVENING
590,60,0.0,37799,EVENING
595,60,0.0,37799,EVENING
600,60,0.0,37799,EVENING
605,60,0.0,37799,EVENING
610,60,0.0,37799,EVENING
615,60,0.0,37799,EVENING
620,60,0.0,37799,EVENING
625,60,0.0,37799,EVENING
630,60,0.0,37799,EVENING
635,60,0.0,37799,EVENING
640,60,0.0,37799,EVENING
645,60,0.0,37799,EVENING
650,60,0.0,37799,EVENING
655,60,0.0,37799,EVENING
660,60,0.0,37799,EVENING
665,60,0.0,37799,EVENING
670,60,0.0,37799,EVENING
675,60,0.0,37799,EVENING
680,60,0.0,37799,EVENING
685,60,0.0,37799,EVENING
690,60,0.0,37799,EVENING
695,60,0.0,37799,EVENING
700,60,0.0,37799,EVENING
705,60,0.0,37799,EVENING
710,60,0.0,37799,EVENING
715,60,0.0,37799,EVENING
720,60,0.0,37799,EVENING
725,60,0.0,37799,EVENING
730,60,0.0,37799,EVENING
735,60,0.0,37799,EVENING
740,60,0.0,37799,EVENING
745,60,0.0,37799,EVENING
750,60,0.0,37799,EVENING
755,60,0.0,37799,EVENING
760,60,0.0,37799,EVENING
765,60,0.0,37799,EVENING
770,60,0.0,37799,EVENING
775,60,0.0,37799,EVENING
780,60,0.0,37799,EVENING
785,60,0.0,37799,EVENING
790,60,0.0,37799,EVENING
795,60,0.0,37799,EVENING
800,60,0.0,37799,EVENING
805,60,0.0,37799,EVENING
810,60,0.0,37799,EVENING
815,60,0.0,37799,EVENING
820,60,0.0,37799,EVENING
825,60,0.0,37799,EVENING
830,60,0.0,37799,EVENING
835,60,0.0,37799,EVENING
840,60,0.0,37799,EVENING
845,60,0.0,37799,EVENING
850,60,0.0,37799,EVENING
855,60,0.0,37799,EVENING
860,60,0.0,37799,EVENING
865,60,0.0,37799,EVENING
870,60,0.0,37799,EVENING
875,60,0.0,37799,EVENING
880,60,0.0,37799,EVENING
885,60,0.0,37799,EVENING
890,60,0.0,37799,EVENING
895,60,0.0,37799,EVENING
900,60,0.0,37799,EVENING
905,60,0.0,37799,EVENING
910,60,0.0,37799,EVENING
915,60,0.0,37799,EVENING
920,60,0.0,37799,EVENING
925,60,0.0,37799,EVENING
930,60,0.0,37799,EVENING
935,60,0.0,37799,EVENING
940,60,0.0,37799,EVENING
945,60,0.0,37799,EVENING
950,60,0.0,37799,EVENING
955,60,0.0,37799,EVENING
960,60,0.0,37799,EVENING
965,60,0.0,37799,EVENING
970,60,0.0,37799,EVENING
975,60,0.0,37799,EVENING
980,60,0.0,37799,EVENING
985,60,0.0,37799,EVENING
990,60,0.0,37799,EVENING
995,60,0.0,37799,EVENING
1000,60,0.0,37799,EVENING
1005,60,0.0,37799,EVENING
1010,60,0.0,37799,EVENING
1015,60,0.0,37799,EVENING
1020,60,0.0,37799,EVENING
1025,60,0.0,37799,EVENING
1030,60,0.0,37799,EVENING
1035,60,0.0,37799,EVENING
1040,60,0.0,37799,EVENING
1045,60,0.0,37799,EVENING
1050,60,0.0,37799,EVENING
1055,60,0.0,37799,EVENING
1060,60,0.0,37799,EVENING
1065,60,0.0,37799,EVENING
1070,60,0.0,37799,EVENING
1075,60,0.0,37799,EVENING
1080,60,0.0,37799,EVENING
1085,60,0.0,37799,EVENING
1090,60,0.0,37799,EVENING
1095,60,0.0,37799,EVENING
1100,60,0.0,37799,EVENING
1105,60,0.0,37799,EVENING
1110,60,0.0,37799,EVENING
1115,60,0.0,37799,EVENING
1120,60,0.0,37799,EVENING
1125,60,0.0,37799,EVENING
1130,60,0.0,37799,EVENING
1135,60,0.0,37799,EVENING
1140,60,0.0,37799,EVENING
1145,60,0.0,37799,EVENING
1150,60,0.0,37799,EVENING
1155,60,0.0,37799,EVENING
1160,60,0.0,37799,EVENING
1165,60,0.0,37799,EVENING
1170,60,0.0,37799,EVENING
1175,60,0.0,37799,EVENING
1180,60,0.0,37799,EVENING
1185,60,0.0,37799,EVENING
1190,60,0.0,37799,EVENING
1195,60,0.0,37799,EVENING
1200,60,0.0,37799,EVENING
1205,60,0.0,37799,EVENING
1210,60,0.0,37799,EVENING
1215,60,0.0,37799,EVENING
1220,60,0.0,37799,EVENING
1225,60,0.0,37799,EVENING
1230,60,0.0,37799,EVENING
1235,60,0.0,37799,EVENING
1240,60,0.0,37799,EVENING
1245,60,0.0,37799,EVENING
1250,60,0.0,37799,EVENING
1255,60,0.0,37799,EVENING
1260,60,0.0,37799,EVENING
1265,60,0.0,37799,EVENING
1270,60,0.0,37799,EVENING
1275,60,0.0,37799,EVENING
1280,60,0.0,37799,EVENING
1285,60,0.0,37799,EVENING
1290,60,0.0,37799,EVENING
1295,60,0.0,37799,EVENING
1300,60,0.0,37799,EVENING
1305,60,0.0,37799,EVENING
1310,60,0.0,37799,EVENING
1315,60,0.0,37799,EVENING
1320,60,0.0,37799,EVENING
1325,60,0.0,37799,EVENING
1330,60,0.0,37799,EVENING
1335,60,0.0,37799,EVENING
1340,60,0.0,37799,EVENING
1345,60,0.0,37799,EVENING
1350,60,0.0,37799,EVENING
1355,60,0.0,37799,EVENING
1360,60,0.0,37799,EVENING
1365,60,0.0,37799,EVENING
1370,60,0.0,37799,EVENING
1375,60,0.0,37799,EVENING
1380,60,0.0,37799,EVENING
1385,60,0.0,37799,EVENING
1390,60,0.0,37799,EVENING
1395,60,0.0,37799,EVENING
1400,60,0.0,37799,EVENING
1405,60,0.0,37799,EVENING
1410,60,0.0,37799,EVENING
1415,60,0.0,37799,EVENING
1420,60,0.0,37799,EVENING
1425,60,0.0,37799,EVENING
1430,60,0.0,37799,EVENING
1435,60,0.0,37799,EVENING
1440,60,0.0,37799,EVENING
1445,60,0.0,37799,EVENING
1450,60,0.0,37799,EVENING
1455,60,0.0,37799,EVENING
1460,60,0.0,37799,EVENING
1465,60,0.0,37799,EVENING
1470,60,0.0,37799,EVENING
1475,60,0.0,37799,EVENING
1480,60,0.0,37799,EVENING
1485,60,0.0,37799,EVENING
1490,60,0.0,37799,EVENING
1495,60,0.0,37799,EVENING
1500,60,0.0,37799,EVENING
1505,60,0.0,37799,EVENING
1510,60,0.0,37799,EVENING
1515,60,0.0,37799,EVENING
1520,60,0.0,37799,EVENING
1525,60,0.0,37799,EVENING
1530,60,0.0,37799,EVENING
1535,60,0.0,37799,EVENING
1540,60,0.0,37799,EVENING
1545,60,0.0,37799,EVENING
1550,60,0.0,37799,EVENING
1555,60,0.0,37799,EVENING
1560,60,0.0,37799,EVENING
1565,60,0.0,37799,EVENING
1570,60,0.0,37799,EVENING
1575,60,0.0,37799,EVENING
1580,60,0.0,37799,EVENING
1585,60,0.0,37799,EVENING
1590,60,0.0,37799,EVENING
1595,60,0.0,37799,EVENING
1600,60,0.0,37799,EVENING
1605,60,0.0,37799,EVENING
1610,60,0.0,37799,EVENING
1615,60,0.0,37799,EVENING
1620,60,0.0,37799,EVENING
1625,60,0.0,37799,EVENING
1630,60,0.0,37799,EVENING
1635,60,0.0,37799,EVENING
1640,60,0.0,37799,EVENING
1645,60,0.0,37799,EVENING
1650,60,0.0,37799,EVENING
1655,60,0.0,37799,EVENING
1660,60,0.0,37799,EVENING
1665,60,0.0,37799,EVENING
1670,60,0.0,37799,EVENING
1675,60,0.0,37799,EVENING
1680,60,0.0,37799,EVENING
1685,60,0.0,37799,EVENING
1690,60,0.0,37799,EVENING
1695,60,0.0,37799,EVENING
1700,60,0.0,37799,EVENING
1705,60,0.0,37799,EVENING
1710,60,0.0,37799,EVENING
1715,60,0.0,37799,EVENING
1720,60,0.0,37799,EVENING
1725,60,0.0,37799,EVENING
1730,60,0.0,37799,EVENING
1735,60,0.0,37799,EVENING
1740,60,0.0,37799,EVENING
1745,60,0.0,37799,EVENING
1750,60,0.0,37799,EVENING
1755,60,0.0,37799,EVENING
1760,60,0.0,37799,EVENING
1765,60,0.0,37799,EVENING
1770,60,0.0,37799,EVENING
1775,60,0.0,37799,EVENING
1780,60,0.0,37799,EVENING
1785,60,0.0,37799,EVENING
1790,60,0.0,37799,EVENING
1795,60,0.0,37799,EVENING
1800,60,0.0,37799,EVENING
1805,60,0.0,37799,EVENING
1810,60,0.0,37799,EVENING
1815,60,0.0,37799,EVENING
1820,60,0.0,37799,EVENING
1825,60,0.0,37799,EVENING
1830,60,0.0,37799,EVENING
1835,60,0.0,37799,EVENING
1840,60,0.0,37799,EVENING
1845,60,0.0,37799,EVENING
1850,60,0.0,37799,EVENING
1855,60,0.0,37799,EVENING
1860,60,0.0,37799,EVENING
1865,60,0.0,37799,EVENING
1870,60,0.0,37799,EVENING
1875,60,0.0,37799,EVENING
1880,60,0.0,37799,EVENING
1885,60,0.0,37799,EVENING
1890,60,0.0,37799,EVENING
1895,60,0.0,37799,EVENING
1900,60,0.0,37799,EVENING
1905,60,0.0,37799,EVENING
1910,60,0.0,37799,EVENING
1915,60,0.0,37799,EVENING
1920,60,0.0,37799,EVENING
1925,60,0.0,37799,EVENING
1930,60,0.0,37799,EVENING
1935,60,0.0,37799,EVENING
1940,60,0.0,37799,EVENING
1945,60,0.0,37799,EVENING
1950,60,0.0,37799,EVENING
1955,60,0.0,37799,EVENING
1960,60,0.0,37799,EVENING
1965,60,0.0,37799,EVENING
1970,60,0.0,37799,EVENING
1975,60,0.0,37799,EVENING
1980,60,0.0,37799,EVENING
1985,60,0.0,37799,EVENING
1990,60,0.0,37799,EVENING
1995,60,0.0,37799,EVENING
2000,60,0.0,37799,EVENING
50,60,0.742469,16200,LONDON_OPEN
55,60,0.680123,16200,LONDON_OPEN
60,60,0.61642,16200,LONDON_OPEN
65,60,0.560617,16200,LONDON_OPEN
70,60,0.503951,16200,LONDON_OPEN
75,60,0.452654,16200,LONDON_OPEN
80,60,0.405309,16200,LONDON_OPEN
85,60,0.360123,16200,LONDON_OPEN
90,60,0.318704,16200,LONDON_OPEN
95,60,0.279444,16200,LONDON_OPEN
100,60,0.247469,16200,LONDON_OPEN
105,60,0.215247,16200,LONDON_OPEN
110,60,0.187778,16200,LONDON_OPEN
115,60,0.165494,16200,LONDON_OPEN
120,60,0.143704,16200,LONDON_OPEN
125,60,0.124938,16200,LONDON_OPEN
130,60,0.106605,16200,LONDON_OPEN
135,60,0.091481,16200,LONDON_OPEN
140,60,0.079877,16200,LONDON_OPEN
145,60,0.068333,16200,LONDON_OPEN
150,60,0.058642,16200,LONDON_OPEN
155,60,0.050802,16200,LONDON_OPEN
160,60,0.043025,16200,LONDON_OPEN
165,60,0.037222,16200,LONDON_OPEN
170,60,0.032654,16200,LONDON_OPEN
175,60,0.027222,16200,LONDON_OPEN
180,60,0.022593,16200,LONDON_OPEN
185,60,0.019259,16200,LONDON_OPEN
190,60,0.015926,16200,LONDON_OPEN
195,60,0.013025,16200,LONDON_OPEN
200,60,0.011358,16200,LONDON_OPEN
205,60,0.009321,16200,LONDON_OPEN
210,60,0.007654,16200,LONDON_OPEN
215,60,0.006667,16200,LONDON_OPEN
220,60,0.005802,16200,LONDON_OPEN
225,60,0.005062,16200,LONDON_OPEN
230,60,0.004012,16200,LONDON_OPEN
235,60,0.003457,16200,LONDON_OPEN
240,60,0.00284,16200,LONDON_OPEN
245,60,0.002346,16200,LONDON_OPEN
250,60,0.001728,16200,LONDON_OPEN
255,60,0.001358,16200,LONDON_OPEN
260,60,0.001111,16200,LONDON_OPEN
265,60,0.001049,16200,LONDON_OPEN
270,60,0.000864,16200,LONDON_OPEN
275,60,0.000741,16200,LONDON_OPEN
280,60,0.000617,16200,LONDON_OPEN
285,60,0.000556,16200,LONDON_OPEN
290,60,0.00037,16200,LONDON_OPEN
295,60,0.00037,16200,LONDON_OPEN
300,60,0.000247,16200,LONDON_OPEN
305,60,0.000185,16200,LONDON_OPEN
310,60,0.000123,16200,LONDON_OPEN
315,60,6.2e-05,16200,LONDON_OPEN
320,60,6.2e-05,16200,LONDON_OPEN
325,60,6.2e-05,16200,LONDON_OPEN
330,60,6.2e-05,16200,LONDON_OPEN
335,60,6.2e-05,16200,LONDON_OPEN
340,60,6.2e-05,16200,LONDON_OPEN
345,60,0.0,16200,LONDON_OPEN
350,60,0.0,16200,LONDON_OPEN
355,60,0.0,16200,LONDON_OPEN
360,60,0.0,16200,LONDON_OPEN
365,60,0.0,16200,LONDON_OPEN
370,60,0.0,16200,LONDON_OPEN
375,60,0.0,16200,LONDON_OPEN
380,60,0.0,16200,LONDON_OPEN
385,60,0.0,16200,LONDON_OPEN
390,60,0.0,16200,LONDON_OPEN
395,60,0.0,16200,LONDON_OPEN
400,60,0.0,16200,LONDON_OPEN
405,60,0.0,16200,LONDON_OPEN
410,60,0.0,16200,LONDON_OPEN
415,60,0.0,16200,LONDON_OPEN
420,60,0.0,16200,LONDON_OPEN
425,60,0.0,16200,LONDON_OPEN
430,60,0.0,16200,LONDON_OPEN
435,60,0.0,16200,LONDON_OPEN
440,60,0.0,16200,LONDON_OPEN
445,60,0.0,16200,LONDON_OPEN
450,60,0.0,16200,LONDON_OPEN
455,60,0.0,16200,LONDON_OPEN
460,60,0.0,16200,LONDON_OPEN
465,60,0.0,16200,LONDON_OPEN
470,60,0.0,16200,LONDON_OPEN
475,60,0.0,16200,LONDON_OPEN
480,60,0.0,16200,LONDON_OPEN
485,60,0.0,16200,LONDON_OPEN
490,60,0.0,16200,LONDON_OPEN
495,60,0.0,16200,LONDON_OPEN
500,60,0.0,16200,LONDON_OPEN
505,60,0.0,16200,LONDON_OPEN
510,60,0.0,16200,LONDON_OPEN
515,60,0.0,16200,LONDON_OPEN
520,60,0.0,16200,LONDON_OPEN
525,60,0.0,16200,LONDON_OPEN
530,60,0.0,16200,LONDON_OPEN
535,60,0.0,16200,LONDON_OPEN
540,60,0.0,16200,LONDON_OPEN
545,60,0.0,16200,LONDON_OPEN
550,60,0.0,16200,LONDON_OPEN
555,60,0.0,16200,LONDON_OPEN
560,60,0.0,16200,LONDON_OPEN
565,60,0.0,16200,LONDON_OPEN
570,60,0.0,16200,LONDON_OPEN
575,60,0.0,16200,LONDON_OPEN
580,60,0.0,16200,LONDON_OPEN
585,60,0.0,16200,LONDON_OPEN
590,60,0.0,16200,LONDON_OPEN
595,60,0.0,16200,LONDON_OPEN
600,60,0.0,16200,LONDON_OPEN
605,60,0.0,16200,LONDON_OPEN
610,60,0.0,16200,LONDON_OPEN
615,60,0.0,16200,LONDON_OPEN
620,60,0.0,16200,LONDON_OPEN
625,60,0.0,16200,LONDON_OPEN
630,60,0.0,16200,LONDON_OPEN
635,60,0.0,16200,LONDON_OPEN
640,60,0.0,16200,LONDON_OPEN
645,60,0.0,16200,LONDON_OPEN
650,60,0.0,16200,LONDON_OPEN
655,60,0.0,16200,LONDON_OPEN
660,60,0.0,16200,LONDON_OPEN
665,60,0.0,16200,LONDON_OPEN
670,60,0.0,16200,LONDON_OPEN
675,60,0.0,16200,LONDON_OPEN
680,60,0.0,16200,LONDON_OPEN
685,60,0.0,16200,LONDON_OPEN
690,60,0.0,16200,LONDON_OPEN
695,60,0.0,16200,LONDON_OPEN
700,60,0.0,16200,LONDON_OPEN
705,60,0.0,16200,LONDON_OPEN
710,60,0.0,16200,LONDON_OPEN
715,60,0.0,16200,LONDON_OPEN
720,60,0.0,16200,LONDON_OPEN
725,60,0.0,16200,LONDON_OPEN
730,60,0.0,16200,LONDON_OPEN
735,60,0.0,16200,LONDON_OPEN
740,60,0.0,16200,LONDON_OPEN
745,60,0.0,16200,LONDON_OPEN
750,60,0.0,16200,LONDON_OPEN
755,60,0.0,16200,LONDON_OPEN
760,60,0.0,16200,LONDON_OPEN
765,60,0.0,16200,LONDON_OPEN
770,60,0.0,16200,LONDON_OPEN
775,60,0.0,16200,LONDON_OPEN
780,60,0.0,16200,LONDON_OPEN
785,60,0.0,16200,LONDON_OPEN
790,60,0.0,16200,LONDON_OPEN
795,60,0.0,16200,LONDON_OPEN
800,60,0.0,16200,LONDON_OPEN
805,60,0.0,16200,LONDON_OPEN
810,60,0.0,16200,LONDON_OPEN
815,60,0.0,16200,LONDON_OPEN
820,60,0.0,16200,LONDON_OPEN
825,60,0.0,16200,LONDON_OPEN
830,60,0.0,16200,LONDON_OPEN
835,60,0.0,16200,LONDON_OPEN
840,60,0.0,16200,LONDON_OPEN
845,60,0.0,16200,LONDON_OPEN
850,60,0.0,16200,LONDON_OPEN
855,60,0.0,16200,LONDON_OPEN
860,60,0.0,16200,LONDON_OPEN
865,60,0.0,16200,LONDON_OPEN
870,60,0.0,16200,LONDON_OPEN
875,60,0.0,16200,LONDON_OPEN
880,60,0.0,16200,LONDON_OPEN
885,60,0.0,16200,LONDON_OPEN
890,60,0.0,16200,LONDON_OPEN
895,60,0.0,16200,LONDON_OPEN
900,60,0.0,16200,LONDON_OPEN
905,60,0.0,16200,LONDON_OPEN
910,60,0.0,16200,LONDON_OPEN
915,60,0.0,16200,LONDON_OPEN
920,60,0.0,16200,LONDON_OPEN
925,60,0.0,16200,LONDON_OPEN
930,60,0.0,16200,LONDON_OPEN
935,60,0.0,16200,LONDON_OPEN
940,60,0.0,16200,LONDON_OPEN
945,60,0.0,16200,LONDON_OPEN
950,60,0.0,16200,LONDON_OPEN
955,60,0.0,16200,LONDON_OPEN
960,60,0.0,16200,LONDON_OPEN
965,60,0.0,16200,LONDON_OPEN
970,60,0.0,16200,LONDON_OPEN
975,60,0.0,16200,LONDON_OPEN
980,60,0.0,16200,LONDON_OPEN
985,60,0.0,16200,LONDON_OPEN
990,60,0.0,16200,LONDON_OPEN
995,60,0.0,16200,LONDON_OPEN
1000,60,0.0,16200,LONDON_OPEN
1005,60,0.0,16200,LONDON_OPEN
1010,60,0.0,16200,LONDON_OPEN
1015,60,0.0,16200,LONDON_OPEN
1020,60,0.0,16200,LONDON_OPEN
1025,60,0.0,16200,LONDON_OPEN
1030,60,0.0,16200,LONDON_OPEN
1035,60,0.0,16200,LONDON_OPEN
1040,60,0.0,16200,LONDON_OPEN
1045,60,0.0,16200,LONDON_OPEN
1050,60,0.0,16200,LONDON_OPEN
1055,60,0.0,16200,LONDON_OPEN
1060,60,0.0,16200,LONDON_OPEN
1065,60,0.0,16200,LONDON_OPEN
1070,60,0.0,16200,LONDON_OPEN
1075,60,0.0,16200,LONDON_OPEN
1080,60,0.0,16200,LONDON_OPEN
1085,60,0.0,16200,LONDON_OPEN
1090,60,0.0,16200,LONDON_OPEN
1095,60,0.0,16200,LONDON_OPEN
1100,60,0.0,16200,LONDON_OPEN
1105,60,0.0,16200,LONDON_OPEN
1110,60,0.0,16200,LONDON_OPEN
1115,60,0.0,16200,LONDON_OPEN
1120,60,0.0,16200,LONDON_OPEN
1125,60,0.0,16200,LONDON_OPEN
1130,60,0.0,16200,LONDON_OPEN
1135,60,0.0,16200,LONDON_OPEN
1140,60,0.0,16200,LONDON_OPEN
1145,60,0.0,16200,LONDON_OPEN
1150,60,0.0,16200,LONDON_OPEN
1155,60,0.0,16200,LONDON_OPEN
1160,60,0.0,16200,LONDON_OPEN
1165,60,0.0,16200,LONDON_OPEN
1170,60,0.0,16200,LONDON_OPEN
1175,60,0.0,16200,LONDON_OPEN
1180,60,0.0,16200,LONDON_OPEN
1185,60,0.0,16200,LONDON_OPEN
1190,60,0.0,16200,LONDON_OPEN
1195,60,0.0,16200,LONDON_OPEN
1200,60,0.0,16200,LONDON_OPEN
1205,60,0.0,16200,LONDON_OPEN
1210,60,0.0,16200,LONDON_OPEN
1215,60,0.0,16200,LONDON_OPEN
1220,60,0.0,16200,LONDON_OPEN
1225,60,0.0,16200,LONDON_OPEN
1230,60,0.0,16200,LONDON_OPEN
1235,60,0.0,16200,LONDON_OPEN
1240,60,0.0,16200,LONDON_OPEN
1245,60,0.0,16200,LONDON_OPEN
1250,60,0.0,16200,LONDON_OPEN
1255,60,0.0,16200,LONDON_OPEN
1260,60,0.0,16200,LONDON_OPEN
1265,60,0.0,16200,LONDON_OPEN
1270,60,0.0,16200,LONDON_OPEN
1275,60,0.0,16200,LONDON_OPEN
1280,60,0.0,16200,LONDON_OPEN
1285,60,0.0,16200,LONDON_OPEN
1290,60,0.0,16200,LONDON_OPEN
1295,60,0.0,16200,LONDON_OPEN
1300,60,0.0,16200,LONDON_OPEN
1305,60,0.0,16200,LONDON_OPEN
1310,60,0.0,16200,LONDON_OPEN
1315,60,0.0,16200,LONDON_OPEN
1320,60,0.0,16200,LONDON_OPEN
1325,60,0.0,16200,LONDON_OPEN
1330,60,0.0,16200,LONDON_OPEN
1335,60,0.0,16200,LONDON_OPEN
1340,60,0.0,16200,LONDON_OPEN
1345,60,0.0,16200,LONDON_OPEN
1350,60,0.0,16200,LONDON_OPEN
1355,60,0.0,16200,LONDON_OPEN
1360,60,0.0,16200,LONDON_OPEN
1365,60,0.0,16200,LONDON_OPEN
1370,60,0.0,16200,LONDON_OPEN
1375,60,0.0,16200,LONDON_OPEN
1380,60,0.0,16200,LONDON_OPEN
1385,60,0.0,16200,LONDON_OPEN
1390,60,0.0,16200,LONDON_OPEN
1395,60,0.0,16200,LONDON_OPEN
1400,60,0.0,16200,LONDON_OPEN
1405,60,0.0,16200,LONDON_OPEN
1410,60,0.0,16200,LONDON_OPEN
1415,60,0.0,16200,LONDON_OPEN
1420,60,0.0,16200,LONDON_OPEN
1425,60,0.0,16200,LONDON_OPEN
1430,60,0.0,16200,LONDON_OPEN
1435,60,0.0,16200,LONDON_OPEN
1440,60,0.0,16200,LONDON_OPEN
1445,60,0.0,16200,LONDON_OPEN
1450,60,0.0,16200,LONDON_OPEN
1455,60,0.0,16200,LONDON_OPEN
1460,60,0.0,16200,LONDON_OPEN
1465,60,0.0,16200,LONDON_OPEN
1470,60,0.0,16200,LONDON_OPEN
1475,60,0.0,16200,LONDON_OPEN
1480,60,0.0,16200,LONDON_OPEN
1485,60,0.0,16200,LONDON_OPEN
1490,60,0.0,16200,LONDON_OPEN
1495,60,0.0,16200,LONDON_OPEN
1500,60,0.0,16200,LONDON_OPEN
1505,60,0.0,16200,LONDON_OPEN
1510,60,0.0,16200,LONDON_OPEN
1515,60,0.0,16200,LONDON_OPEN
1520,60,0.0,16200,LONDON_OPEN
1525,60,0.0,16200,LONDON_OPEN
1530,60,0.0,16200,LONDON_OPEN
1535,60,0.0,16200,LONDON_OPEN
1540,60,0.0,16200,LONDON_OPEN
1545,60,0.0,16200,LONDON_OPEN
1550,60,0.0,16200,LONDON_OPEN
1555,60,0.0,16200,LONDON_OPEN
1560,60,0.0,16200,LONDON_OPEN
1565,60,0.0,16200,LONDON_OPEN
1570,60,0.0,16200,LONDON_OPEN
1575,60,0.0,16200,LONDON_OPEN
1580,60,0.0,16200,LONDON_OPEN
1585,60,0.0,16200,LONDON_OPEN
1590,60,0.0,16200,LONDON_OPEN
1595,60,0.0,16200,LONDON_OPEN
1600,60,0.0,16200,LONDON_OPEN
1605,60,0.0,16200,LONDON_OPEN
1610,60,0.0,16200,LONDON_OPEN
1615,60,0.0,16200,LONDON_OPEN
1620,60,0.0,16200,LONDON_OPEN
1625,60,0.0,16200,LONDON_OPEN
